"","Symbol_Mouse","Symbol_Rat"
"3492","Mrpl11","mrpl11"
"3493","Fahd1","Fahd1"
"3494","Zfand1","Zfand1"
"3495","Lsm7","Lsm7"
"3496","Nat10","Nat10"
"3497","Nmrk1","Nmrk1"
"3498","Ddx5","Ddx5"
"3499","Pola1","Pola1"
"3500","Ing3","Ing3"
"3501","Carnmt1","Carnmt1"
"3502","Dlat","Dlat"
"3503","Hemk1","Hemk1"
"3504","Trmt6","LOC365444"
"3505","Trmt6","Trmt6"
"3506","Actr5","Actr5"
"3507","Lta4h","Lta4h"
"3508","Aarsd1","Aarsd1"
"3509","Nsun5","Nsun5"
"3510","Mlst8","Mlst8"
"3511","Slc25a26","Slc25a26"
"3512","Pelo","Pelo"
"3513","Atg3","Atg3"
"3514","Dus2","Dus2"
"3515","Cbwd1","Cbwd1"
"3516","Mrps12","Mrps12"
"3517","Ddx51","Ddx51"
"3518","Gnl2","Gnl2"
"3519","Aifm2","Aifm2"
"3520","Exosc3","Exosc3"
"3521","Wdr24","Wdr24"
"3523","Trmt13","Trmt13"
"3524","Trmt11","Trmt11"
"3525","Usp6nl","Usp6nl"
"3526","Rfc2","Rfc2"
"3527","Trmt10a","Trmt10a"
"3528","Naa25","Naa25"
"3529","Ass1","Ass1"
"3530","Ears2","Ears2"
"3531","Ears2","Ears2l1"
"3532","Hikeshi","Hikeshi"
"3533","Dis3","Dis3"
"3534","Coq10b","Coq10b"
"3535","Alg6","Alg6"
"3536","Tsr3","Tsr3"
"3537","Sirt6","Sirt6"
"3538","Xrn2","Xrn2"
"3539","Alg8","Alg8"
"3540","Slc39a9","Slc39a9"
"3541","Tusc3","Tusc3"
"3542","Rpia","Rpia"
"3543","Rras2","Rras2"
"3544","Scyl1","Scyl1"
"3545","Riok1","Riok1"
"3546","Coq7","Coq7"
"3547","Slc25a15","Slc25a15"
"3548","Tpk1","Tpk1"
"3549","Pno1","Pno1"
"3550","Mboat2","Mboat2"
"3551","Psat1","Psat1"
"3552","Noc2l","Noc2l"
"3553","Polr3b","Polr3b"
"3554","Slc25a21","Slc25a21"
"3555","Iscu","Iscu"
"3556","Grpel1","Grpel1"
"3557","Fpgs","Fpgs"
"3558","Pus7","Pus7"
"3559","Eif2b3","Eif2b3"
"3560","Gpn2","Gpn2"
"3561","Trit1","Trit1"
"3562","Pdcl3","Pdcl3"
"3563","Tstd1","Tstd1"
"3564","Nop58","Nop58"
"3565","Polr1a","Polr1a"
"3566","Cry1","Cry1"
"3567","Dimt1","Dimt1"
"3568","Srp68","Srp68"
"3569","Alg5","Alg5"
"3570","Bms1","Bms1"
"3571","Tyw1","Tyw1"
"3572","Gdpd1","Gdpd1"
"3573","Stimate","Stimate"
"3574","Lars","Lars1"
"3575","Ipo11","Ipo11"
"3576","Gtf2h4","Gtf2h4"
"3577","Dars2","Dars2"
"3578","Napepld","Napepld"
"3579","Romo1","LOC100910944"
"3580","Romo1","Romo1"
"3581","Yars2","Yars2"
"3582","Gtpbp4","Gtpbp4"
"3583","Elp3","Elp3"
"3584","Pigc","Pigc"
"3585","Vps16","Vps16"
"3586","Iars2","Iars2"
"3588","Polr1b","Polr1b"
"3589","Eif6","Eif6"
"3590","Atp6v1h","Atp6v1h"
"3591","Tiprl","Tiprl"
"3592","Ndor1","Ndor1"
"3593","Txnl4a","Txnl4a"
"3594","Phf5a","Phf5a"
"3595","Cog4","Cog4"
"3596","Psmd6","Psmd6"
"3597","Rbm19","Rbm19"
"3598","Cdipt","Cdipt"
"3599","Mri1","Mri1"
"3600","Naa20","Naa20"
"3601","Polr2f","Polr2f"
"3602","Agrp","Agrp"
"3603","Psen1","Psen1"
"3604","Grin1","Grin1"
"3605","Trpa1","Trpa1"
"3606","Mon1a","Mon1a"
"3608","Zfp236","Zfp236"
"3609","Ogfr","Ogfr"
"3610","Phlda1","Phlda1"
"3611","Cog2","Cog2"
"3612","Mtf2","Mtf2"
"3613","Casc3","Casc3"
"3614","Klrk1","Klrk1"
"3615","Nono","Nono"
"3616","Tmed3","Tmed3"
"3617","Padi2","Padi2"
"3618","Raly","Raly"
"3619","Rasa3","Rasa3"
"3620","Shoc2","Shoc2"
"3621","Six6","Six6"
"3623","Alx4","Alx4"
"3624","Arnt2","Arnt2"
"3625","Art5","Art5"
"3626","Astn1","Astn1"
"3627","Neurod4","Neurod4"
"3628","Aup1","Aup1"
"3629","Bach2","Bach2"
"3630","Barx1","Barx1"
"3631","Bax","Bax"
"3632","Bcl6b","Bcl6b"
"3633","Bcan","Bcan"
"3634","Bdnf","Bdnf"
"3635","Sirpa","Sirpa"
"3636","Bmp4","Bmp4"
"3637","Birc6","Birc6"
"3638","C1qa","C1qa"
"3639","Capn6","Capn6"
"3640","Capza3","Capza3"
"3641","Casp2","Casp2"
"3642","Cav3","Cav3"
"3643","Cbx2","Cbx2"
"3644","Cbx5","Cbx5"
"3645","Cckbr","Cckbr"
"3646","Ms4a1","Ms4a1"
"3647","Cd5","Cd5"
"3648","Cd5","LOC100911215"
"3649","Cdr2","Cdr2"
"3650","Vsx2","Vsx2"
"3651","Cmah","Cmahp"
"3652","Ccr10","Ccr10"
"3653","Cnr1","Cnr1"
"3654","Cntn1","Cntn1"
"3655","Col17a1","Col17a1"
"3656","Cox8b","Cox8b"
"3657","Cpeb1","Cpeb1"
"3658","Csf1","Csf1"
"3659","Csn1s2a","Csn1s2a"
"3660","Dach1","Dach1"
"3661","Dll3","Dll3"
"3662","Dlx4","Dlx4"
"3663","Dnajc1","Dnajc1"
"3664","Dnmt3a","Dnmt3a"
"3665","Ebf1","Ebf1"
"3666","Ect2","Ect2"
"3667","Eef2k","Eef2k"
"3668","Ehf","Ehf"
"3669","Elf1","Elf1"
"3670","Lcn5","Lcn5"
"3671","Ptprv","Ptprv"
"3672","Etv2","Etv2"
"3673","Mpzl2","Mpzl2"
"3674","Ptk2","Ptk2"
"3675","Fgf7","Fgf7"
"3676","Sh3pxd2a","Sh3pxd2a"
"3677","Foxm1","Foxm1"
"3678","Flt4","Flt4"
"3679","Folr1","Folr1"
"3680","Fst","Fst"
"3681","Fzd4","Fzd4"
"3682","G0s2","G0s2"
"3683","Gabrb2","Gabrb2"
"3684","B4galnt2","B4galnt2"
"3685","Gdf3","Gdf3"
"3686","Arhgdig","Arhgdig"
"3687","Gjb3","Gjb3"
"3688","Gjb4","Gjb4"
"3689","Gpam","Gpam"
"3690","Gpr27","Gpr27"
"3691","Gpr33","Gpr33"
"3692","Rhpn1","Rhpn1"
"3694","Thumpd3","Thumpd3"
"3695","Guca2a","Guca2a"
"3696","Hdgfl2","Hdgfl2"
"3697","Hes3","Hes3"
"3698","Foxq1","Foxq1"
"3699","Mst1","Mst1"
"3700","Tfb2m","Tfb2m"
"3701","Hlx","Hlx"
"3702","Jpt1","Jpt1"
"3703","Hoxa10","LOC100909714"
"3704","Hoxa10","LOC100911668"
"3705","Hoxa10","LOC100912608"
"3706","Hoxb6","Hoxb6"
"3707","Hoxb9","Hoxb9"
"3709","Hoxd12","Hoxd12"
"3710","Trmt2a","Trmt2a"
"3711","Il17ra","Il17ra"
"3712","Gimap1","Gimap1"
"3713","Lrig1","Lrig1"
"3714","Inhbe","Inhbe"
"3715","Ins1","Ins1"
"3717","Stt3b","Stt3b"
"3718","Itm2b","Itm2b"
"3719","Cuzd1","Cuzd1"
"3720","Junb","Junb"
"3721","Kcnk4","Kcnk4"
"3722","Kcnu1","Kcnu1"
"3723","Klf3","Klf3"
"3724","Ktn1","Ktn1"
"3725","Lgals1","Lgals1"
"3726","Lhx6","Lhx6"
"3727","Ltbp3","Ltbp3"
"3728","Ltc4s","Ltc4s"
"3729","Tm4sf1","Tm4sf1"
"3730","Amacr","Amacr"
"3731","Man2b2","Man2b2"
"3732","Mc3r","Mc3r"
"3733","Mcl1","Mcl1"
"3734","Anapc1","Anapc1"
"3735","Men1","Men1"
"3736","Mesp2","Mesp2"
"3737","Sypl2","Sypl2"
"3738","Mras","Mras"
"3739","Meis3","Meis3"
"3740","Laptm4a","Laptm4a"
"3741","Mast2","Mast2"
"3742","Gadd45b","Gadd45b"
"3743","Myt1l","Myt1l"
"3744","Nap1l2","Nap1l2"
"3745","Nbr1","Nbr1"
"3746","Nedd1","Nedd1"
"3747","Nfyc","Nfyc"
"3748","Map4k4","Map4k4"
"3749","Nkx2-9","Nkx2-8"
"3750","Zfp638","Zfp638"
"3751","Nrtn","Nrtn"
"3752","Nsg2","Nsg2"
"3753","Ntsr2","Ntsr2"
"3754","Nxph2","Nxph2"
"3755","Oaz1","Oaz1"
"3756","Odf1","Odf1"
"3757","Fxyd5","Fxyd5"
"3758","Olfr15","Olr1356"
"3759","Olfr16","Olr1576"
"3760","Cntn3","Cntn3"
"3761","Pcp2","Pcp2"
"3762","Pick1","Pick1"
"3763","Pkia","Pkia"
"3764","Pkib","Pkib"
"3765","Prl3b1","Prl3b1"
"3766","Pla2g2c","Pla2g2c"
"3767","Plxna3","Plxna3"
"3768","Pmp22","Pmp22"
"3769","Ppp1r14b","Ppp1r14b"
"3770","Ppargc1a","Ppargc1a"
"3771","Ppfibp2","Ppfibp2"
"3772","Ppt1","Ppt1"
"3773","Prss12","Prss12"
"3774","Ptdss1","Ptdss1"
"3775","Pter","Pter"
"3776","Ptgir","Ptgir"
"3777","Ptpn2","Ptpn2"
"3778","Ptpn22","Ptpn22"
"3779","Cavin1","Cavin1"
"3780","Ptx3","Ptx3"
"3781","Rab17","Rab17"
"3782","Rab23","Rab23"
"3783","Rag2","Rag2"
"3784","Rai1","Rai1"
"3785","Rasd1","Rasd1"
"3786","Rbpj","Rbpj"
"3787","Rbpjl","Rbpjl"
"3788","Rem1","Rem1"
"3790","Resp18","Resp18"
"3791","Ret","Ret"
"3792","Rsu1","Rsu1"
"3793","Rtkn","Rtkn"
"3794","S100a13","S100a13"
"3795","Prrx2","Prrx2"
"3796","Nkx1-2","Nkx1-2"
"3797","Scg3","Scg3"
"3798","Stmn3","Stmn3"
"3799","Ccl22","Ccl22"
"3800","Glg1","Glg1"
"3801","Sh3bp1","Sh3bp1"
"3802","Shc3","Shc3"
"3803","Shd","Shd"
"3804","St3gal3","St3gal3"
"3805","St3gal1","St3gal1"
"3806","Slc4a1ap","Slc4a1ap"
"3807","Sox18","Sox18"
"3808","Spam1","Spam1"
"3809","Strbp","Strbp"
"3810","Sephs2","Sephs2"
"3811","Wnt8a","Wnt8a"
"3812","Stra6","Stra6"
"3813","Swap70","Swap70"
"3814","Syt4","Syt4"
"3815","Tac2","Tac3"
"3816","Taf6","Taf6"
"3817","Tarbp2","Tarbp2"
"3818","Tcf7l1","Tcf7l1"
"3819","Tcf7l2","Tcf7l2"
"3820","Tcl1","Tcl1a"
"3821","Phf1","Phf1"
"3822","Tectb","Tectb"
"3823","Adad1","Adad1"
"3824","Terf1","Terf1"
"3825","Tgfb1i1","Tgfb1i1"
"3826","Tsc22d1","Tsc22d1"
"3827","Tgif1","Tgif1"
"3828","Tlx2","Tlx2"
"3829","Ubr1","Ubr1"
"3830","Axl","Axl"
"3831","Uox","Uox"
"3832","Kdm6a","Uty"
"3833","Vamp2","Vamp2"
"3834","Vasp","Vasp"
"3835","Vax1","Vax1"
"3836","Vcl","Vcl"
"3837","Slc27a5","Slc27a5"
"3838","Nrsn1","Nrsn1"
"3839","Vpreb3","Vpreb3"
"3840","Zfp42","Zfp42"
"3841","Zfp42","Zfp42l"
"3842","Zfp57","Zfp57"
"3843","Zfp64","Zfp64"
"3844","Zbtb7b","Zbtb7b"
"3845","Zfpm1","Zfpm1"
"3846","Zp3r","Zp3r"
"3847","Actl7a","Actl7a"
"3848","Adam11","Adam11"
"3849","Adnp","Adnp"
"3850","Agtrap","Agtrap"
"3851","Aicda","Aicda"
"3852","Ambn","Ambn"
"3853","Apaf1","Apaf1"
"3854","Nr2f2","Nr2f2"
"3855","Aqr","Aqr"
"3856","Arhgap6","Arhgap6"
"3857","Artn","Artn"
"3858","Neurod6","Neurod6"
"3859","Neurog2","Neurog2"
"3860","Atp2a1","Atp2a1"
"3861","Cep131","Cep131"
"3862","Bcl2l1","Bcl2l1"
"3863","Bcl6","Bcl6"
"3865","Bcl2l11","Bcl2l11"
"3866","Bmp10","Bmp10"
"3867","Smyd1","Smyd1"
"3868","Cacybp","Cacybp"
"3869","Aspm","Aspm"
"3870","Capn7","Capn7"
"3871","Cflar","Cflar"
"3872","Casp12","Casp12"
"3873","Casp8","Casp8"
"3874","Cast","Cast"
"3875","Rb1cc1","Rb1cc1"
"3876","Ccne2","Ccne2"
"3877","Noct","Noct"
"3878","Cd2ap","Cd2ap"
"3879","Ift81","Ift81"
"3880","Celsr1","Celsr1"
"3881","Cideb","Cideb"
"3882","Cish","Cish"
"3883","Cmas","Cmas"
"3884","Cnih2","Cnih2"
"3885","Cnp","Cnp"
"3886","Col18a1","Col18a1"
"3887","Bcar1","Bcar1"
"3888","Csf3","Csf3"
"3889","Dcx","Dcx"
"3890","Asap1","Asap1"
"3891","Dgat1","Dgat1"
"3892","Dkk1","Dkk1"
"3893","Dkk1","LOC100912050"
"3894","Edar","Edar"
"3895","Pou6f1","Pou6f1"
"3896","Nr2f6","Nr2f6"
"3898","F7","F7"
"3899","Fem1a","Fem1a"
"3900","Fem1b","Fem1b"
"3901","Fgf8","Fgf8"
"3902","Fjx1","Fjx1"
"3903","Fkbp10","Fkbp10"
"3904","Fkbp8","Fkbp8"
"3905","Aktip","Aktip"
"3906","Gabpb1","Gabpb1l"
"3907","Gal","Gal"
"3908","Gdap2","Gdap2"
"3909","Mrps33","Mrps33"
"3910","Ggta1","Ggta1"
"3911","Ghrh","Ghrh"
"3912","Gpr83","Gpr83"
"3913","Gja10","Gja10"
"3914","Gjd2","Gjd2"
"3915","Gngt1","Gngt1"
"3916","Gng8","Gng8"
"3918","Emb","Emb"
"3919","Gsc","Gsc"
"3920","Gsg1","Gsg1"
"3921","Gstz1","Gstz1"
"3922","Gtf2i","Gtf2i"
"3923","H13","Hm13"
"3924","H2-Ea","RT1-Da"
"3925","Hes5","Hes5"
"3926","Hey1","Hey1"
"3927","Foxa2","Foxa2"
"3928","Hoxa6","Hoxa6"
"3929","Hoxa6","LOC100909604"
"3930","Hoxa6","LOC100911511"
"3931","Hoxa9","Hoxa9"
"3932","Hoxa9","LOC100909740"
"3933","Hoxa9","LOC100911710"
"3934","Hoxb8","Hoxb8"
"3935","Hoxc12","Hoxc12"
"3936","Hoxc13","Hoxc13"
"3937","Hoxd1","Hoxd1"
"3938","Hoxd4","Hoxd4"
"3939","Hp1bp3","Hp1bp3"
"3940","Hyal2","Hyal2"
"3941","Ica1","Ica1"
"3942","Ier5","Ier5"
"3943","Il18bp","Il18bp"
"3944","Ikbkb","Ikbkb"
"3945","Il1r2","Il1r2"
"3946","Il4ra","Il4r"
"3947","Ilf3","Ilf3"
"3948","Invs","Invs"
"3949","Ajuba","Ajuba"
"3950","Kcna7","Kcna7"
"3951","Kcnj12","Kcnj12"
"3952","Kcnk2","Kcnk2"
"3953","Kif12","Kif12"
"3954","Kifap3","Kifap3"
"3955","Kifc2","Kifc2"
"3956","Uhmk1","RGD1561897"
"3957","Uhmk1","Uhmk1"
"3958","Hivep3","Hivep3"
"3959","Krt27","Krt27"
"3960","Lamp2","Lamp2"
"3962","Lat","Lat"
"3963","Lef1","Lef1"
"3964","Lhx3","Lhx3"
"3965","Lhx9","Lhx9"
"3966","Lmnb2","Lmnb2"
"3967","Lnx1","Lnx1"
"3968","Zbtb7a","Zbtb7a"
"3969","Muc13","Muc13"
"3970","Cd93","Cd93"
"3971","Mab21l2","Mab21l2"
"3972","Maff","Maff"
"3973","Ccndbp1","Ccndbp1"
"3974","Mal","Mal"
"3975","Matr3","Matr3"
"3976","Cd46","Cd46"
"3977","Clec10a","Clec10a"
"3978","Mgl2","Clec10a"
"3979","Mid1","Mid1"
"3980","Bhlha15","Bhlha15"
"3981","Mlf1","Mlf1"
"3983","Morc1","Morc1"
"3984","Clec4d","Clec4d"
"3985","Mpl","Mpl"
"3986","Meis2","Meis2"
"3987","Sik1","Sik1"
"3988","Map6","Map6"
"3989","Mycs","Mycs"
"3990","Myo1b","Myo1b"
"3991","Myod1","Myod1"
"3992","Ncoa1","Ncoa1"
"3993","Nfatc2","Nfatc2"
"3994","Nfatc2ip","Nfatc2ip"
"3995","Nfkbia","Nfkbia"
"3996","Notch2","Notch2"
"3997","Uhrf1","Uhrf1"
"3998","Nppc","Nppc"
"3999","Nsg1","Nsg1"
"4000","Ntan1","Ntan1"
"4001","Oit3","Oit3"
"4002","Otp","Otp"
"4003","Otx1","Otx1"
"4004","Cdk16","Cdk16"
"4005","Pdcd4","Pdcd4"
"4006","Pdcd6","Pdcd6"
"4007","Padi1","Padi1"
"4008","Padi3","Padi3"
"4009","Padi4","Padi4"
"4010","Pea15a","Pea15"
"4011","Per2","Per2"
"4012","Per3","Per3"
"4013","Pfdn2","Pfdn2"
"4014","Cdk14","Cdk14"
"4015","Pik3r1","Pik3r1"
"4016","Pla2g2d","Pla2g2d"
"4017","Pld3","Pld3"
"4018","Prl7d1","Prl7d1"
"4019","Bpifa1","Bpifa1"
"4020","Prrx1","Prrx1"
"4021","Pou2f3","Pou2f3"
"4022","Pparg","Pparg"
"4023","Prl4a1","Prl4a1"
"4024","Prnp","Prnp"
"4025","St14","St14"
"4026","Ptgfrn","Ptgfrn"
"4027","Ptpn13","Ptpn13"
"4028","Pitpnm2","Pitpnm2"
"4030","Rhd","Rhd"
"4031","Rnase1","Rnase1"
"4032","Rnase1","Rnase1l1"
"4033","Rnase1","Rnase1l2"
"4034","Rlim","LOC100910646"
"4035","Rlim","Rlim"
"4036","Rph3a","Rph3a"
"4037","Mrpl23","Mrpl23"
"4038","Rxrb","Rxrb"
"4039","S100a4","S100a4"
"4040","S100a6","S100a6"
"4041","Scn8a","Scn8a"
"4042","Ccl11","Ccl11"
"4043","Sema6c","Sema6c"
"4044","Shc1","Shc1"
"4046","St6galnac1","St6galnac1"
"4047","St6galnac3","St6galnac3"
"4048","St6galnac4","St6galnac4"
"4049","Sipa1","Sipa1"
"4050","Sox17","Sox17"
"4051","Sox7","Sox7"
"4052","Sox8","Sox8"
"4053","Spa17","Spa17"
"4054","Sp3","Sp3"
"4055","Spic","Spic"
"4056","Spink4","Spink4"
"4057","Spint2","Spint2"
"4058","Srms","Srms"
"4059","Znrf4","Znrf4"
"4060","Stat3","Stat3"
"4061","Plk4","Plk4"
"4062","Stxbp4","Stxbp4"
"4063","Sycp3","Sycp3"
"4064","Sdc3","Sdc3"
"4065","Tbx1","Tbx1"
"4066","Tbx15","LOC500213"
"4067","Tbx4","Tbx4"
"4068","Mlx","Mlx"
"4069","Ubtf","Ubtf"
"4073","Tekt1","Tekt1"
"4074","Tex264","Tex264"
"4075","Theg","Theg"
"4076","Myo18a","Myo18a"
"4077","Tnfsf12","Tnfsf12"
"4078","Dedd","Dedd"
"4079","Traf3","Traf3"
"4080","Trex1","Trex1"
"4081","Tsks","Tsks"
"4083","Tyrobp","Tyrobp"
"4084","Ube3a","Ube3a"
"4085","Uck1","Uck1"
"4086","Trpv2","Trpv2"
"4087","Tceal9","Tceal9"
"4088","Wiz","Wiz"
"4089","Xirp1","Xirp1"
"4090","Siae","Siae"
"4091","Zfp148","Zfp148"
"4092","Zfpm2","Zfpm2"
"4093","Zfr","Zfr"
"4094","Aloxe3","Aloxe3"
"4095","Bace1","Bace1"
"4096","Cdh20","Cdh20"
"4098","Faim","LOC100362113"
"4099","Gmcl1","Gmcl1"
"4100","Grem1","Grem1"
"4101","Grem2","Grem2"
"4102","Hcst","Hcst"
"4103","Hs2st1","Hs2st1"
"4104","Lynx1","Lynx1"
"4105","Mid2","Mid2"
"4106","Nr0b2","Nr0b2"
"4107","Tenm4","Tenm4"
"4108","Osr1","Osr1"
"4110","Rnasel","Rnasel"
"4111","Scn11a","Scn11a"
"4112","Spry4","Spry4"
"4113","Tekt2","Tekt2"
"4114","Trex2","Trex2"
"4115","Usp18","Usp18"
"4116","Vax2","Vax2"
"4117","Adgre5","Adgre5"
"4118","Fto","Fto"
"4119","Map3k1","LOC100912399"
"4120","Map3k1","Map3k1"
"4121","Nubp2","Nubp2"
"4122","Creb3l1","Creb3l1"
"4123","Orc4","Orc4"
"4124","Mok","Mok"
"4125","Slc27a1","Slc27a1"
"4126","Ncdn","Ncdn"
"4127","Casp8ap2","Casp8ap2"
"4128","Cops4","Cops4"
"4129","Cops7b","Cops7b"
"4130","Sh2d1b1","Sh2d1b"
"4131","Gprin1","Gprin1"
"4132","Zfp346","Zfp346"
"4133","Prdx5","Prdx5"
"4134","Racgap1","LOC100909901"
"4135","Racgap1","Racgap1"
"4136","Arhgef28","Arhgef28"
"4137","St6galnac5","St6galnac5"
"4138","Ecsit","Ecsit"
"4139","Spag1","Spag1"
"4140","Tinag","Tinag"
"4142","Pla2g2f","Pla2g2f"
"4144","Irf5","Irf5"
"4145","Nprl3","Nprl3"
"4146","Crb1","Crb1"
"4147","Pudp","Pudp"
"4148","Ell2","Ell2"
"4149","Frat2","Frat2"
"4150","Adat1","Adat1"
"4151","Icos","Icos"
"4152","Trim29","Trim29"
"4153","Rere","Rere"
"4154","Stap1","Stap1"
"4155","Tmem59l","Tmem59l"
"4156","Chic2","Chic2"
"4157","Ahsa1","Ahsa1"
"4158","Tpx2","Tpx2"
"4159","Cblc","Cblc"
"4160","Cdk20","Cdk20"
"4161","Cdc42ep4","Cdc42ep4"
"4162","Chordc1","Chordc1"
"4163","Ciz1","Ciz1"
"4164","Gtpbp10","Gtpbp10"
"4165","Cldn14","Cldn14"
"4166","Cldn17","Cldn17"
"4167","Cldn8","Cldn8"
"4168","Lmod1","Lmod1"
"4169","Ddah1","Ddah1"
"4170","Ints6","Ints6"
"4171","Dnai1","Dnai1"
"4172","Lpar3","Lpar3"
"4173","Eml2","Eml2"
"4174","Epb41l1","Epb41l1"
"4175","Epb41l1","LOC100911769"
"4176","Fbxl3","Fbxl3"
"4177","Fbxl4","Fbxl4"
"4178","Fbxl5","Fbxl5"
"4179","Fbxl6","Fbxl6"
"4180","Fbxw2","Fbxw2"
"4181","Fbxo2","Fbxo2"
"4182","Fbxo3","Fbxo3"
"4183","Fbxo4","Fbxo4"
"4184","Fbxo5","Fbxo5"
"4185","Fbxo7","Fbxo7"
"4186","Fbxo8","Fbxo8"
"4188","Foxi1","Foxi1"
"4189","Timm10b","Timm10b"
"4190","Rabgap1l","Rabgap1l"
"4191","Gtf3c4","Gtf3c4"
"4192","Haao","Haao"
"4193","Itga11","Itga11"
"4194","Mgat4a","Mgat4a"
"4195","Oga","Oga"
"4196","Mutyh","Mutyh"
"4198","Nt5c2","Nt5c2"
"4201","Scap","Scap"
"4202","Sirt4","Sirt4"
"4203","Slc7a8","Slc7a8"
"4204","Tktl1","Tktl1"
"4205","Zfp212","Zfp212"
"4206","Hbp1","Hbp1"
"4207","Lamp5","Lamp5"
"4208","Ttll1","Ttll1"
"4209","Rhbdd3","Rhbdd3"
"4210","Dnajb5","Dnajb5"
"4211","Kcne1l","Kcne5"
"4212","Kcng2","Kcng2"
"4213","Kcnh4","Kcnh4"
"4214","Acap2","Acap2"
"4215","Tram2","Tram2"
"4216","Keap1","Keap1"
"4217","Magi2","Magi2"
"4218","Faim2","Faim2"
"4219","Kin","Kin"
"4220","Slc39a6","Slc39a6"
"4221","Pla2g15","Pla2g15"
"4222","Mapk8ip2","Mapk8ip2"
"4223","Mmd","Mmd"
"4224","Acot10","Acot9"
"4225","Acot9","Acot9"
"4226","Tspan12","Tspan12"
"4227","Tspan33","Tspan33"
"4228","Bambi","Bambi"
"4229","Nufip1","Nufip1"
"4230","Fbxo9","Fbxo9"
"4231","Olfr418","LOC681470"
"4232","Olfr403","Olr1513"
"4233","Olfr403","Olr1514"
"4234","Olfr43","Olr1513"
"4235","Olfr43","Olr1514"
"4236","Orc3","Orc3"
"4237","Ttc33","Ttc33"
"4238","Ostf1","Ostf1"
"4239","Gmeb2","Gmeb2"
"4240","Nupr1","Nupr1"
"4241","Nupr1","P8"
"4242","Spdef","Spdef"
"4243","Phlda3","Phlda3"
"4244","Arfip2","Arfip2"
"4245","Prdm4","Prdm4"
"4246","Prn","Prnd"
"4247","Prnd","Prnd"
"4248","Sez6l2","Sez6l2"
"4249","Qpct","Qpct"
"4250","Rad54b","Rad54b"
"4251","Rgs17","Rgs17"
"4252","Rlf","Rlf"
"4253","Rps6kc1","Rps6kc1"
"4254","Sec14l2","Sec14l2"
"4255","Sec22a","Sec22a"
"4256","Sema3e","Sema3e"
"4257","Spag8","Spag8"
"4258","Snapin","Snapin"
"4259","Spag6l","Spag6l"
"4260","Steap1","Steap1"
"4261","Syngr4","Syngr4"
"4262","Tbl2","Tbl2"
"4263","Psd4","Psd4"
"4264","Timm8b","Timm8b"
"4265","Tinf2","Tinf2"
"4266","Wbp1","Wbp1"
"4267","Ikzf3","Ikzf3"
"4268","Zfp281","Zfp281"
"4269","Hmmr","Hmmr"
"4270","Sp1","Sp1"
"4271","Akap11","Akap11"
"4272","Adarb1","Adarb1"
"4273","Nxph1","Nxph1"
"4274","St8sia3","St8sia3"
"4275","Cntf","Cntf"
"4276","Ankrd1","Ankrd1"
"4277","Eif2ak1","Eif2ak1"
"4278","Flrt2","Flrt2"
"4279","Eif3k","Eif3k"
"4280","Drosha","Drosha"
"4281","Mgat4c","Mgat4c"
"4282","Clcf1","Clcf1"
"4283","Nxt1","Nxt1"
"4284","Clec5a","Clec5a"
"4285","Dkk3","Dkk3"
"4286","Mkln1","Mkln1"
"4287","Zfp180","Zfp180"
"4288","Pycard","Pycard"
"4289","Sap30bp","Sap30bp"
"4290","Mylip","Mylip"
"4291","Ddx25","Ddx25"
"4292","Prss50","Prss50"
"4293","Pcsk1n","LOC100911286"
"4294","Pcsk1n","Pcsk1n"
"4295","Shpk","Shpk"
"4296","Il17c","Il17c"
"4297","Flrt3","Flrt3"
"4298","Mat2b","Mat2b"
"4299","Rbm15b","Rbm15b"
"4300","Fam216a","Fam216a"
"4301","St8sia5","St8sia5"
"4302","Hook2","Hook2"
"4303","Ubiad1","Ubiad1"
"4304","Hcfc2","Hcfc2"
"4305","Snx8","Snx8"
"4306","Rmc1","Rmc1"
"4307","Parvb","Parvb"
"4308","Pycr2","Pycr2"
"4309","Nme7","Nme7"
"4310","Hilpda","Hilpda"
"4311","Gmppa","Gmppa"
"4312","Pcdhb1","Pcdhb1"
"4313","Tfpt","Tfpt"
"4314","Gpr132","Gpr132"
"4315","Snx12","Snx12"
"4316","Nenf","Nenf"
"4317","Tbx21","Tbx21"
"4318","Dse","Dse"
"4319","Tmod4","Tmod4"
"4320","Pcolce2","PCOLCE2"
"4321","Pnma3","Pnma3"
"4322","Anapc2","Anapc2"
"4323","Sertad3","Sertad3"
"4324","Dnmt3l","Dnmt3l"
"4325","Zdhhc8","Zdhhc8"
"4326","Sertad1","Sertad1"
"4327","Dmgdh","Dmgdh"
"4328","Nrbp1","Nrbp1"
"4329","Usp25","Usp25"
"4330","Strn4","Strn4"
"4331","Tnpo2","Tnpo2"
"4332","Kcnip3","Kcnip3"
"4333","Rax","Rax"
"4334","Nckap1","Nckap1"
"4335","Lrp12","Lrp12"
"4336","Pilra","LOC100910497"
"4337","Pilra","LOC100910669"
"4338","Rcan3","Rcan3"
"4339","Stoml2","Stoml2"
"4340","St6galnac6","St6galnac6"
"4341","Mkrn2","Mkrn2"
"4342","Baz2a","Baz2a"
"4343","Baz2b","Baz2b"
"4344","Bcl2l10","Bcl2l10"
"4345","Dsc2","Dsc2"
"4347","Gpr162","Gpr162"
"4348","P3h3","P3h3"
"4350","Cdca3","Cdca3"
"4352","Hebp1","Hebp1"
