"","Symbol_Rat","Symbol_Human"
"5279","Synj2bp","SYNJ2BP"
"5280","Ddx28","DDX28"
"5281","Shfl","SHFL"
"5282","Pcid2","PCID2"
"5283","Abhd10","ABHD10"
"5284","Mettl2","METTL2A"
"5285","Scn3b","SCN3B"
"5286","Dcp1a","DCP1A"
"5287","Adap2","ADAP2"
"5288","Coprs","COPRS"
"5289","Laptm4b","LAPTM4B"
"5290","Lrp2bp","LRP2BP"
"5291","Hjurp","HJURP"
"5292","ST7","ST7"
"5293","Foxj2","FOXJ2"
"5294","Adcy10","ADCY10"
"5295","Spata7","SPATA7"
"5296","Tbc1d2","TBC1D2"
"5297","Tsnaxip1","TSNAXIP1"
"5298","Dok5","DOK5"
"5299","Kdm3a","KDM3A"
"5300","Pag1","PAG1"
"5301","Dcaf6","DCAF6"
"5302","Selenos","SELENOS"
"5303","Cand1","CAND1"
"5304","Cenpj","CENPJ"
"5305","Eapp","EAPP"
"5306","Nusap1","NUSAP1"
"5307","Eaf2","EAF2"
"5308","Brk1","BRK1"
"5309","Itfg2","ITFG2"
"5310","Cisd1","CISD1"
"5311","Plgrkt","PLGRKT"
"5312","Use1","USE1"
"5314","Kiz","KIZ"
"5315","Actr10","ACTR10"
"5316","Tmem126b","TMEM126B"
"5317","Tmem176a","TMEM176A"
"5318","Ash1l","ASH1L"
"5319","Lgr4","LGR4"
"5320","Lrrc59","LRRC59"
"5321","Ncbp3","NCBP3"
"5322","Gabrq","GABRQ"
"5323","Gpalpp1","GPALPP1"
"5324","Usp49","USP49"
"5325","Ap1ar","AP1AR"
"5326","Stradb","STRADB"
"5327","Camk2n1","CAMK2N1"
"5328","Parl","PARL"
"5329","Etnk1","ETNK1"
"5330","Trem1","TREM1"
"5331","Macroh2a2","MACROH2A2"
"5332","Gprc5d","GPRC5D"
"5333","Lenep","LENEP"
"5334","Mynn","MYNN"
"5335","Cytl1","CYTL1"
"5336","Zfp395","ZNF395"
"5337","Disc1","DISC1"
"5338","Smpd3","SMPD3"
"5339","Vps33b","VPS33B"
"5340","Abca5","ABCA5"
"5341","Thsd1","THSD1"
"5342","Rnf114","RNF114"
"5343","Zc4h2","ZC4H2"
"5344","Cemip","CEMIP"
"5345","Elac1","ELAC1"
"5346","Nxt2","NXT2"
"5347","Prdm5","PRDM5"
"5348","Trim36","TRIM36"
"5349","Adarb2","ADARB2"
"5350","Dhtkd1","DHTKD1"
"5351","Pip4p1","PIP4P1"
"5352","Elmod1","ELMOD1"
"5353","Rcc2","RCC2"
"5354","Cep41","CEP41"
"5355","Cdca7l","CDCA7L"
"5356","Il20","IL20"
"5357","Il17rb","IL17RB"
"5358","Gbp2","GBP2"
"5359","Rp9","RP9"
"5360","Elp5","ELP5"
"5361","Igfbpl1","IGFBPL1"
"5362","Bet1l","BET1L"
"5363","Rassf5","RASSF5"
"5364","Zfp326","ZNF326"
"5365","Cldn6","CLDN6"
"5366","Syt6","SYT6"
"5367","Syt8","SYT8"
"5368","Syt10","SYT10"
"5369","Ptf1a","PTF1A"
"5370","Apom","APOM"
"5371","Sh2b2","SH2B2"
"5372","Asah2","ASAH2"
"5373","Magix","MAGIX"
"5374","Ajap1","AJAP1"
"5375","Sulf2","SULF2"
"5376","Ndufa12","NDUFA12"
"5377","Rab5if","RAB5IF"
"5378","Klhl7","KLHL7"
"5379","Mkks","MKKS"
"5380","Pdyn","PDYN"
"5381","Srcin1","SRCIN1"
"5382","Fut2","FUT2"
"5383","Camkk1","CAMKK1"
"5384","Pdzrn3","PDZRN3"
"5385","Cln8","CLN8"
"5386","Nans","NANS"
"5387","Errfi1","ERRFI1"
"5388","Uts2r","UTS2R"
"5389","Spaca9","SPACA9"
"5390","Ripply3","RIPPLY3"
"5391","Gpr173","GPR173"
"5392","Gpr85","GPR85"
"5393","Unc93a","UNC93A"
"5394","Terf2ip","TERF2IP"
"5395","Dnajc10","DNAJC10"
"5396","Sh3tc1","SH3TC1"
"5397","Gfod2","GFOD2"
"5398","Sash3","SASH3"
"5399","Kctd5","KCTD5"
"5400","Mov10","MOV10"
"5401","Ccser2","CCSER2"
"5402","Retreg1","RETREG1"
"5403","Etaa1","ETAA1"
"5404","Etaa1l1","ETAA1"
"5407","Mios","MIOS"
"5408","Zfand6","ZFAND6"
"5409","Armcx6","ARMCX6"
"5410","Mief1","MIEF1"
"5411","Tollip","TOLLIP"
"5412","Plekha5","PLEKHA5"
"5413","Pimreg","PIMREG"
"5414","Krt24","KRT24"
"5415","Tbc1d16","TBC1D16"
"5416","Tmx3","TMX3"
"5417","Prmt7","PRMT7"
"5418","Tmco1","TMCO1"
"5419","Dhx29","DHX29"
"5420","Pcdh18","PCDH18"
"5421","Ccdc93","CCDC93"
"5422","Cchcr1","CCHCR1"
"5423","LOC100911068","ROBO4"
"5424","Robo4","ROBO4"
"5425","Ndufb11","NDUFB11"
"5426","Ddit4","DDIT4"
"5427","Mtmr12","MTMR12"
"5428","Rnf186","RNF186"
"5429","Sdk2","SDK2"
"5430","Sgtb","SGTB"
"5431","Spata6","SPATA6"
"5432","Dll4","DLL4"
"5433","Ccnj","CCNJ"
"5434","LOC100909771","CCNJ"
"5435","Vsig10","VSIG10"
"5436","Map10","MAP10"
"5437","Plekha3","PLEKHA3"
"5438","Gtpbp2","GTPBP2"
"5439","Inka2","INKA2"
"5440","Mydgf","MYDGF"
"5441","Smg9","SMG9"
"5442","Fgf21","FGF21"
"5443","Ubfd1","UBFD1"
"5444","Klhl4","KLHL4"
"5445","Ina","INA"
"5446","Colq","COLQ"
"5447","Cxcr2","CXCR2"
"5448","Cd86","CD86"
"5449","Tmem37","TMEM37"
"5450","Ppt2","PPT2"
"5451","Stk19","STK19"
"5452","Il36rn","IL36RN"
"5453","Crtam","CRTAM"
"5455","Olr834","OR13J1"
"5456","Lgals12","LGALS12"
"5457","Msgn1","MSGN1"
"5458","Mtfr1l","MTFR1L"
"5459","Cited4","CITED4"
"5460","Fscn3","FSCN3"
"5461","Scamp4","SCAMP4"
"5462","Etl4","KIAA1217"
"5463","Gpcpd1","GPCPD1"
"5464","Tas2r119","TAS2R1"
"5465","Susd2","SUSD2"
"5466","Btnl2","BTNL2"
"5467","Sertad4","SERTAD4"
"5468","Cpxm1","CPXM1"
"5469","Irgc","IRGC"
"5470","Gkn1","GKN1"
"5471","Pard3","PARD3"
"5472","Abcb9","ABCB9"
"5473","Sinhcaf","SINHCAF"
"5474","Socs5","SOCS5"
"5475","Stmn4","STMN4"
"5476","Rassf1","RASSF1"
"5477","Mettl3","METTL3"
"5478","Asah1","ASAH1"
"5479","Pdcd10","PDCD10"
"5480","LOC100912106","PDCD5"
"5481","Pdcd5","PDCD5"
"5482","P3h1","P3H1"
"5484","Anapc7","ANAPC7"
"5485","Adrm1","ADRM1"
"5486","Gkap1","GKAP1"
"5487","Dipk1b","DIPK1B"
"5488","Noa1","NOA1"
"5489","Ltb4r2","LTB4R2"
"5490","Trpv5","TRPV5"
"5491","Eif4enif1","EIF4ENIF1"
"5492","Rprm","RPRM"
"5493","Slc10a3","SLC10A3"
"5494","Fgf20","FGF20"
"5495","Fkbpl","FKBPL"
"5496","Chst7","CHST7"
"5497","Sec16a","SEC16A"
"5498","Cldnd1","CLDND1"
"5499","Lamtor3","LAMTOR3"
"5500","Ccnl1","CCNL1"
"5501","MAST1","MAST1"
"5502","Mgst1","MGST1"
"5503","C1qtnf1","C1QTNF1"
"5504","Arl10","ARL10"
"5505","Son","SON"
"5506","Tex101","TEX101"
"5508","Phax","PHAX"
"5509","Glmp","GLMP"
"5510","Gfra4","GFRA4"
"5511","Prrc2a","PRRC2A"
"5512","Ankrd2","ANKRD2"
"5513","Igdcc4","IGDCC4"
"5514","Ascl3","ASCL3"
"5515","Barhl2","BARHL2"
"5516","Rnase4","RNASE4"
"5517","Plvap","PLVAP"
"5518","Srek1","SREK1"
"5519","Leprot","LEPROT"
"5520","Olr414","OR1N1"
"5521","Fstl5","FSTL5"
"5522","Zc3hav1","ZC3HAV1"
"5523","Uggt1","UGGT1"
"5524","Tm9sf3","TM9SF3"
"5525","Slamf8","SLAMF8"
"5526","LOC684871","TCIM"
"5527","Tcim","TCIM"
"5528","Agpat3","AGPAT3"
"5529","Wrnip1","WRNIP1"
"5530","Tmem167b","TMEM167B"
"5531","Ift46","IFT46"
"5532","Emc7","EMC7"
"5533","Gpr137","GPR137"
"5534","C1galt1","C1GALT1"
"5535","Otor","OTOR"
"5536","Sema3g","SEMA3G"
"5537","Mccc1","MCCC1"
"5538","Ncln","NCLN"
"5539","Sppl2b","SPPL2B"
"5540","Fem1c","FEM1C"
"5541","Pmepa1","PMEPA1"
"5542","Arntl2","ARNTL2"
"5543","Eny2","ENY2"
"5544","Olfml3","OLFML3"
"5545","RGD1310352","C5orf15"
"5546","Prtfdc1","PRTFDC1"
"5547","Nt5m","NT5M"
"5548","Mepe","MEPE"
"5549","Otud7b","OTUD7B"
"5550","Slc6a20","SLC6A20"
"5551","Rgma","RGMA"
"5552","Parp6","PARP6"
"5553","Rnpep","RNPEP"
"5554","Adprm","ADPRM"
"5555","Dtwd1","DTWD1"
"5556","Bbx","BBX"
"5557","Tomm22","TOMM22"
"5558","Ctnnbip1","CTNNBIP1"
"5559","Scand1","SCAND1"
"5560","Arhgap31","ARHGAP31"
"5561","Gmeb1","GMEB1"
"5562","Nsmf","NSMF"
"5563","Ccl28","CCL28"
"5564","Tspan32","TSPAN32"
"5565","Insm2","INSM2"
"5566","Olr1631","OR11H4"
"5567","Olr1632","OR11H4"
"5568","Olr1635","OR11H4"
"5570","Cldn9","CLDN9"
"5571","Ciapin1","CIAPIN1"
"5572","Vps35l","VPS35L"
"5573","Pappa2","PAPPA2"
"5574","Ankmy2","ANKMY2"
"5575","Dolpp1","DOLPP1"
"5576","Ankh","ANKH"
"5577","Slc12a5","SLC12A5"
"5578","Ralgapb","RALGAPB"
"5579","Zmiz1","ZMIZ1"
"5580","Slc24a2","SLC24A2"
"5581","Nkiras1","NKIRAS1"
"5582","Pcnp","PCNP"
"5583","Pithd1","PITHD1"
"5584","Rpgrip1","RPGRIP1"
"5585","Parp11","PARP11"
"5586","Utp3","UTP3"
"5587","Aven","AVEN"
"5588","Slc22a17","SLC22A17"
"5589","RGD1311164","C12orf4"
"5590","LOC100911615","PNPLA2"
"5591","Pnpla2","PNPLA2"
"5592","Cysltr2","CYSLTR2"
"5593","Nat14","NAT14"
"5594","Lpar5","LPAR5"
"5595","Pcdh9","PCDH9"
"5596","Cd248","CD248"
"5597","LOC100911882","CD248"
"5598","LOC100911932","CD248"
"5599","Plxdc1","PLXDC1"
"5600","Ddx24","DDX24"
"5601","Retn","RETN"
"5602","Tmem159","TMEM159"
"5603","Scyl3","SCYL3"
"5604","Lyrm1","LYRM1"
"5605","Smim8","SMIM8"
"5606","Lyzl6","LYZL6"
"5607","Slurp1","SLURP1"
"5608","Slc44a2","SLC44A2"
"5609","Smurf1","SMURF1"
"5610","Phtf2","PHTF2"
"5611","Jph2","JPH2"
"5612","Gjc2","GJC2"
"5613","Sall4","SALL4"
"5614","Asphd2","ASPHD2"
"5615","Nav1","NAV1"
"5616","LOC306766","KIAA1191"
"5617","Fam219b","FAM219B"
"5618","Nipal3","NIPAL3"
"5619","Selenon","SELENON"
"5620","Adgrg6","ADGRG6"
"5621","Spryd7","SPRYD7"
"5622","Thap11","THAP11"
"5623","Lyrm2","LYRM2"
"5624","Isl2","ISL2"
"5625","Zfp276","ZNF276"
"5626","Xpo4","XPO4"
"5627","Retnlb","RETNLB"
"5630","Pbxip1","PBXIP1"
"5631","Osm","OSM"
"5632","Rtn4","RTN4"
"5633","Mcoln1","MCOLN1"
"5634","Kat14","KAT14"
"5635","Amhr2","AMHR2"
"5636","Cmpk2","CMPK2"
"5637","Marchf7","MARCHF7"
"5638","As3mt","AS3MT"
"5639","Angptl4","ANGPTL4"
"5640","Herpud2","HERPUD2"
"5641","Tmem183a","TMEM183A"
"5642","Zfp467","ZNF467"
"5643","Zc3h8","ZC3H8"
"5644","Jph1","JPH1"
"5645","Jph3","JPH3"
"5646","Nrip3","NRIP3"
"5647","Akip1","AKIP1"
"5648","Fam3b","FAM3B"
"5649","Cltrn","CLTRN"
"5650","Plekhg5","PLEKHG5"
"5651","Fgf22","FGF22"
"5652","Fgf23","FGF23"
"5653","Ripk4","RIPK4"
"5654","LOC100912352","DCUN1D1"
"5655","Twsg1","TWSG1"
"5656","Rcn3","RCN3"
"5657","Senp7","SENP7"
"5658","Ttyh1","TTYH1"
"5659","Rab22a","RAB22A"
"5660","RGD1306063","C3orf14"
"5661","RGD1311745","KIAA1143"
"5662","Tmcc3","TMCC3"
"5663","Lrrc47","LRRC47"
"5664","Ints2","INTS2"
"5665","Cog6","COG6"
"5666","Ubr4","UBR4"
"5667","Hace1","HACE1"
"5668","Nufip2","NUFIP2"
"5669","Tbc1d14","TBC1D14"
"5670","Mib1","MIB1"
"5671","Alpk3","ALPK3"
"5672","Wdr35","WDR35"
"5673","Igsf9","IGSF9"
"5674","Lrrc7","LRRC7"
"5675","Klhl8","KLHL8"
"5676","Gphn","GPHN"
"5677","Prex1","PREX1"
"5678","Arhgap21","ARHGAP21"
"5679","Syt13","SYT13"
"5680","Zfp687","ZNF687"
"5681","Homez","HOMEZ"
"5682","Begain","BEGAIN"
"5683","Wdr48","WDR48"
"5684","Islr2","ISLR2"
"5685","Relch","RELCH"
"5686","Tshz3","TSHZ3"
"5687","Zbtb2","ZBTB2"
"5688","Usp28","USP28"
"5689","Phf12","PHF12"
"5690","Cip2a","CIP2A"
"5691","Gramd1a","GRAMD1A"
"5692","Calcoco1","CALCOCO1"
"5693","LOC100912282","CALCOCO1"
"5694","Zbtb4","ZBTB4"
"5695","Plekha4","PLEKHA4"
"5696","Zbtb26","ZBTB26"
"5697","Cachd1","CACHD1"
"5698","Vat1l","VAT1L"
"5699","Magee1","MAGEE1"
"5700","Usp37","USP37"
"5701","Gba2","GBA2"
"5702","Mettl14","METTL14"
"5703","Bcl7a","BCL7A"
"5704","Fgf6","FGF6"
"5705","Lzts1","LZTS1"
"5706","Fgf12","FGF12"
"5707","Znfx1","ZNFX1"
"5708","Art4","ART4"
"5709","Ndufv2","NDUFV2"
"5710","Ndufv3","NDUFV3"
"5711","Zscan22","ZNF8"
"5712","Sez6l","SEZ6L"
"5713","Cotl1","COTL1"
"5714","Crot","CROT"
"5715","Tmx4","TMX4"
"5716","Trib3","TRIB3"
"5717","Abhd16a","ABHD16A"
"5718","Brinp2","BRINP2"
"5719","Rab40c","RAB40C"
"5720","Pold4","POLD4"
"5721","Ccar2","CCAR2"
"5722","Ccdc181","CCDC181"
"5723","Catsperg","CATSPERG"
"5724","Zfp410","ZNF410"
"5725","Cadm3","CADM3"
"5726","Wfdc1","WFDC1"
"5727","Sqor","SQOR"
"5728","Ms4a7","MS4A7"
"5729","Nlrc4","NLRC4"
"5730","Crebzf","CREBZF"
"5731","Inip","INIP"
"5732","Jam2","JAM2"
"5733","Ovol2","OVOL2"
"5734","Ostc","OSTC"
"5735","Ntn4","NTN4"
"5736","Dmrt3","DMRT3"
"5737","Mid1ip1","MID1IP1"
"5738","Ly6g6f","LY6G6F"
"5739","Trim39","TRIM39"
"5740","Cfap298","CFAP298"
"5741","Ngb","NGB"
"5742","Il22ra1","IL22RA1"
"5743","Pgap6","PGAP6"
"5744","Zfyve1","ZFYVE1"
"5745","Sez6","SEZ6"
"5746","Evc","EVC"
"5748","Cd200r1","CD200R1"
"5749","Kcne4","KCNE4"
"5750","Gsdma","GSDMA"
"5751","Caln1","CALN1"
"5752","Sorcs1","SORCS1"
"5753","Prokr1","PROKR1"
"5754","Rsad2","RSAD2"
"5755","Vstm2b","VSTM2B"
"5756","Sh3kbp1","SH3KBP1"
"5757","Zbp1","ZBP1"
"5758","Pdcd1lg2","PDCD1LG2"
"5759","Bcl11b","BCL11B"
"5760","Ube2j2","UBE2J2"
"5761","Hs1bp3","HS1BP3"
"5762","Trim54","TRIM54"
"5763","Cdc42ep5","CDC42EP5"
"5765","Sh3rf1","SH3RF1"
"5766","Carm1","CARM1"
"5767","Cryba2","CRYBA2"
"5768","Necab3","NECAB3"
"5769","C1galt1c1","C1GALT1C1"
"5770","Bhlhe22","BHLHE22"
"5771","Dctn5","DCTN5"
"5772","Prdm12","PRDM12"
"5773","Prdm13","PRDM13"
"5774","Plekha1","PLEKHA1"
"5775","Hrh4","HRH4"
"5776","Trpv4","TRPV4"
"5777","Senp2","SENP2"
"5778","Pdlim2","PDLIM2"
"5779","Rxfp1","RXFP1"
"5780","Tmem35a","TMEM35A"
"5781","Afap1","AFAP1"
"5782","Hnrnph3","HNRNPH3"
"5783","LOC100910795","HNRNPH3"
"5784","Mfap3l","MFAP3L"
"5785","Ticam2","TICAM2"
"5786","Phlpp1","PHLPP1"
"5787","Nxph4","NXPH4"
"5788","Slc18a3","SLC18A3"
"5789","Nrip2","NRIP2"
"5790","Fads3","FADS3"
"5791","LOC100911492","OTX2"
"5792","Avpi1","AVPI1"
"5793","Cep78","CEP78"
"5794","S1pr5","S1PR5"
"5795","Il21","IL21"
"5796","Eda2r","EDA2R"
"5797","Rai2","RAI2"
"5798","Cenpk","CENPK"
"5800","Adam30","ADAM30"
"5801","LOC102550080","PLAC1"
"5802","Plac1","PLAC1"
"5803","Il21r","IL21R"
"5804","Fam3a","FAM3A"
"5805","Hapln2","HAPLN2"
"5806","Lman1l","LMAN1L"
"5807","Mrps35","MRPS35"
"5808","Ppcdc","PPCDC"
"5809","Twnk","TWNK"
"5810","Agbl5","AGBL5"
"5811","Kcnt1","KCNT1"
"5812","Olr1654","OR2B2"
"5813","Fgf16","FGF16"
"5814","Qk","QKI"
"5815","Qtrt1","QTRT1"
"5816","Syt9","SYT9"
"5817","Fignl1","FIGNL1"
"5818","Npvf","NPVF"
"5819","Tp53inp1","TP53INP1"
"5820","Fance","FANCE"
"5821","Fgfrl1","FGFRL1"
"5822","Rint1","RINT1"
"5823","Atg101","ATG101"
"5824","Trappc11","TRAPPC11"
"5825","Zfand3","ZFAND3"
"5826","RGD1565222","C14orf93"
"5827","Abr","ABR"
"5828","Optn","OPTN"
"5829","Zfp277","ZNF277"
"5830","Fxyd6","FXYD6"
"5831","Fxyd7","FXYD7"
"5832","Flii","FLII"
"5833","Fn3krp","FN3KRP"
"5834","Taf8","TAF8"
"5835","Cables1","CABLES1"
"5836","Perp","PERP"
"5837","Gprc5c","GPRC5C"
"5838","Sdf2l1","SDF2L1"
"5839","Mtbp","MTBP"
"5840","Def6","DEF6"
"5841","Gpr88","GPR88"
"5842","Kcnk12","KCNK12"
"5843","Rnf123","RNF123"
"5844","Ube2o","UBE2O"
"5845","Heatr6","HEATR6"
"5846","Sh2d4a","SH2D4A"
"5847","Gpatch3","GPATCH3"
"5848","Hps4","HPS4"
"5849","Txndc5","TXNDC5"
"5850","Galnt11","GALNT11"
"5851","Cidec","CIDEC"
"5852","Zfp335","ZNF335"
"5853","Ankef1","ANKEF1"
"5854","Chp2","CHP2"
"5855","Steep1","STEEP1"
"5856","Pcif1","PCIF1"
"5857","Gpsm3","GPSM3"
"5858","Slc44a1","SLC44A1"
"5859","Clspn","CLSPN"
"5860","Prdm16","PRDM16"
"5861","Tspyl2","TSPYL2"
"5862","Cdh23","CDH23"
"5863","Mccc2","MCCC2"
"5864","Popdc2","POPDC2"
"5865","Samsn1","SAMSN1"
"5866","Smoc2","SMOC2"
"5867","Parvg","PARVG"
"5868","Tnmd","TNMD"
"5869","Moap1","MOAP1"
"5870","Slc39a8","SLC39A8"
"5871","Nod2","NOD2"
"5872","Tcta","TCTA"
"5873","Il1rn","IL1RN"
"5874","Asic4","ASIC4"
"5875","A1bg","A1BG"
"5876","Casp7","CASP7"
"5877","Snx16","SNX16"
"5878","Adgrl4","ADGRL4"
"5879","Pi4ka","PI4KA"
"5880","Necab1","NECAB1"
"5881","Cbfb","CBFB"
"5882","RGD1311946","C11orf24"
"5883","RGD1310429","C17orf75"
"5884","Kcnk15","KCNK15"
"5885","Fxyd4","FXYD4"
"5886","Ess2","ESS2"
"5887","Zfp296","ZNF296"
"5888","Itm2c","ITM2C"
"5889","Tmub1","TMUB1"
"5890","Abhd8","ABHD8"
"5891","Sp5","SP5"
"5892","Rnf25","RNF25"
"5893","Arap3","ARAP3"
"5894","Gzf1","GZF1"
"5895","Tmem168","TMEM168"
"5896","Mtmr14","MTMR14"
"5897","Susd1","SUSD1"
"5898","Mrps25","MRPS25"
"5899","Ndst4","NDST4"
"5900","Tlnrd1","TLNRD1"
"5901","Nyx","NYX"
"5902","Gpr135","GPR135"
"5903","Adcy5","ADCY5"
"5904","Pim1","PIM1"
"5905","Mpeg1","MPEG1"
"5906","Galp","GALP"
"5907","Tns1","TNS1"
"5908","LOC100911519","PIDD1"
"5909","Pidd1","PIDD1"
"5910","Rem2","REM2"
"5911","Dgcr8","DGCR8"
"5912","Scube1","SCUBE1"
"5913","Mettl17","METTL17"
"5914","Acbd3","ACBD3"
"5915","Mfsd1","MFSD1"
"5916","Plppr2","PLPPR2"
"5917","Rusf1","RUSF1"
"5918","Parp12","PARP12"
"5919","Garem1","GAREM1"
"5920","Zfp574","ZNF574"
"5921","Meaf6","MEAF6"
"5922","Pced1a","PCED1A"
"5923","RGD1564937","C11orf1"
"5924","Fndc3b","FNDC3B"
"5925","Mthfsd","MTHFSD"
"5926","Mical1","MICAL1"
"5927","Cerk","CERK"
"5928","Crtc3","CRTC3"
"5929","Tbc1d15","TBC1D15"
"5930","Lmf2","LMF2"
"5931","Ift22","IFT22"
"5932","Cep85","CEP85"
"5933","Mphosph9","MPHOSPH9"
"5934","Iqch","IQCH"
"5935","Efcab6","EFCAB6"
"5936","P2ry12","P2RY12"
"5937","Spata20","SPATA20"
"5938","Ythdc2","YTHDC2"
"5939","Slc13a3","SLC13A3"
"5940","Aida","AIDA"
"5941","Niban2","NIBAN2"
"5942","Vwa1","VWA1"
"5943","Rfx7","RFX7"
"5944","Cdcp1","CDCP1"
"5945","Pcdh20","PCDH20"
"5946","Unc13a","UNC13A"
"5947","Ireb2","IREB2"
"5948","Rgs18","RGS18"
"5949","Izumo1r","IZUMO1R"
"5950","Bcl11a","BCL11A"
"5951","RGD1311899","C12orf43"
"5952","Actr8","ACTR8"
"5953","Casd1","CASD1"
"5955","Ttc23","TTC23"
"5956","Nt5dc2","NT5DC2"
"5957","Gpbp1","GPBP1"
"5958","Mrpl44","MRPL44"
"5959","Vps33a","VPS33A"
"5960","Tmem135","TMEM135"
"5961","Lat2","LAT2"
"5962","Rtn4r","RTN4R"
"5963","Irak1bp1","IRAK1BP1"
"5964","Zic5","ZIC5"
"5965","Arl6ip6","ARL6IP6"
"5966","Arid4a","ARID4A"
"5967","Hapln4","HAPLN4"
"5968","LOC100911378","HAPLN4"
"5969","Tm6sf1","TM6SF1"
"5970","Jmjd4","JMJD4"
"5971","Upf3b","UPF3B"
"5972","Ints3","INTS3"
"5973","Dnai2","DNAI2"
"5974","Ankra2","ANKRA2"
"5975","Spats2","SPATS2"
"5976","Coa7","COA7"
"5977","Ube2z","UBE2Z"
"5978","LOC681282","C8orf33"
"5979","Kcnk10","KCNK10"
"5980","Aacs","AACS"
"5981","Gngt2","GNGT2"
"5982","Dctpp1","DCTPP1"
"5983","Atp5mk","ATP5MK"
"5984","Slc30a7","SLC30A7"
"5985","Rnf128","RNF128"
"5986","Jam3","JAM3"
"5987","Pus3","PUS3"
"5988","Zfp394","ZNF394"
"5991","Coq8a","COQ8A"
"5992","Stard5","STARD5"
"5993","Mesd","MESD"
"5994","Akirin1","AKIRIN1"
"5995","Pwwp3a","PWWP3A"
"5996","Ly6g6c","LY6G6C"
"5997","Sync","SYNC"
"5998","Ms4a10","MS4A10"
"5999","Pla2g12b","PLA2G12B"
"6000","Slc44a4","SLC44A4"
"6001","Wdr31","WDR31"
"6002","Rgl3","RGL3"
"6003","Riox1","RIOX1"
"6004","Poglut2","POGLUT2"
"6005","Nipa2","NIPA2"
"6006","Rd3","RD3"
"6007","Asz1","ASZ1"
"6008","Abcb6","ABCB6"
"6009","Zdhhc16","ZDHHC16"
"6011","Mphosph8","MPHOSPH8"
"6012","Wdr54","WDR54"
"6013","Tbx18","TBX18"
"6014","Cep70","CEP70"
"6015","Plekhj1","PLEKHJ1"
"6016","LOC102550456","TSC22D4"
"6017","Tsc22d4","TSC22D4"
"6018","Caprin2","CAPRIN2"
"6019","Zbtb10","ZBTB10"
"6020","Kctd14","KCTD14"
"6021","Dlk2","DLK2"
"6022","Antkmt","ANTKMT"
"6023","Ddrgk1","DDRGK1"
"6024","Mrpl34","MRPL34"
"6025","Ms4a5","MS4A5"
"6026","Mospd3","MOSPD3"
"6027","Synpr","SYNPR"
"6028","Wdr7","WDR7"
"6029","Arhgef11","ARHGEF11"
"6030","Kiss1r","KISS1R"
"6031","Secisbp2","SECISBP2"
"6032","Vkorc1","VKORC1"
"6033","Mtrr","MTRR"
"6034","Dusp26","DUSP26"
"6035","Mrpl57","MRPL57"
"6036","Colec11","COLEC11"
"6037","Prr14","PRR14"
"6038","Gdap1l1","GDAP1L1"
"6039","Trir","TRIR"
"6040","Mis12","MIS12"
"6041","Cuedc2","CUEDC2"
"6042","Scnm1","SCNM1"
"6043","Metrn","METRN"
"6044","Dbndd1","DBNDD1"
"6045","Slx1b","SLX1A"
"6046","Slx1b","SLX1B"
"6047","Nudt9","NUDT9"
"6048","Dda1","DDA1"
"6049","Ggct","GGCT"
"6050","Cenpm","CENPM"
"6051","RGD1308147","C7orf25"
"6052","Tmem106c","TMEM106C"
"6053","Nup37","NUP37"
"6054","Fndc11","FNDC11"
"6055","LOC683674","C7orf26"
"6056","Nabp2","NABP2"
"6057","Kxd1","KXD1"
"6058","Zfyve21","ZFYVE21"
"6059","Tmem38a","TMEM38A"
"6060","Kctd15","KCTD15"
"6061","Prrg4","PRRG4"
"6062","LOC102546678","PRRG3"
"6063","Prrg3","PRRG3"
"6064","Asb9","ASB9"
"6065","Elovl6","ELOVL6"
"6066","LOC102549542","ELOVL6"
"6067","Fastkd3","FASTKD3"
"6068","Tmem109","TMEM109"
"6069","RGD1310553","C2orf49"
"6070","RGD1564804","C1orf50"
"6071","Mlph","MLPH"
"6072","LOC100911453","WDR77"
"6073","Wdr77","WDR77"
"6074","Slc25a23","SLC25A23"
"6075","Card14","CARD14"
"6076","Chac1","CHAC1"
"6077","RGD1309540","C11orf49"
"6078","Taf1d","TAF1D"
"6079","Mapkap1","MAPKAP1"
"6080","Ndufaf5","NDUFAF5"
"6081","Apoo","APOO"
"6082","Mrpl38","MRPL38"
"6083","Mindy3","MINDY3"
"6084","Arl2bp","ARL2BP"
"6085","Mfn1","MFN1"
"6086","Ccdc127","CCDC127"
"6087","Derl1","DERL1"
"6088","Echdc3","ECHDC3"
"6089","Cmtm3","CMTM3"
"6090","Smtnl1","SMTNL1"
"6091","Fbln7","FBLN7"
"6092","Fam13c","FAM13C"
"6093","Kif23","KIF23"
"6094","Tmem79","TMEM79"
"6095","Katnbl1","KATNBL1"
"6096","Hdhd3","HDHD3"
"6097","Vps50","VPS50"
"6098","Mxra8","MXRA8"
"6099","Stard3nl","STARD3NL"
"6100","Ecrg4","ECRG4"
"6101","Ky","KY"
"6102","Retreg2","RETREG2"
"6103","Ccdc28b","CCDC28B"
"6104","LOC100909580","MBOAT7"
"6105","Mboat7","MBOAT7"
"6106","Ppdpf","PPDPF"
"6107","Fkrp","FKRP"
"6108","Tnip2","TNIP2"
"6109","Plekhf1","PLEKHF1"
"6110","Mfsd11","MFSD11"
"6111","Leng1","LENG1"
"6112","Prr15l","PRR15L"
"6113","Brme1","BRME1"
"6114","Creld2","CRELD2"
