"","Symbol_Mouse","Symbol_Human"
"5229","Armc1","ARMC1"
"5230","Arhgef10l","ARHGEF10L"
"5231","Tmem33","TMEM33"
"5232","Cep55","CEP55"
"5233","Msl2","MSL2"
"5234","Prmt6","PRMT6"
"5235","Dnaaf2","DNAAF2"
"5236","Cep72","CEP72"
"5237","Mrps10","MRPS10"
"5238","Ints10","INTS10"
"5239","Klhl11","KLHL11"
"5240","Mrm3","MRM3"
"5241","Lins1","LINS1"
"5242","Rnf220","RNF220"
"5243","Dzank1","DZANK1"
"5244","Slc25a36","SLC25A36"
"5245","Ints13","INTS13"
"5246","Pbrm1","PBRM1"
"5247","Appl2","APPL2"
"5248","Map1s","MAP1S"
"5249","Lgi2","LGI2"
"5250","Atf7ip","ATF7IP"
"5251","Fam222b","FAM222B"
"5252","Sbno1","SBNO1"
"5253","Arl8b","ARL8B"
"5254","BC055324","C1orf112"
"5255","Atad3a","ATAD3A"
"5256","Rcbtb1","RCBTB1"
"5257","P3h2","P3H2"
"5258","Exd2","EXD2"
"5259","Tbc1d13","TBC1D13"
"5260","Klhdc8a","KLHDC8A"
"5261","Ckap2","CKAP2"
"5262","Trim62","TRIM62"
"5263","Etnk2","ETNK2"
"5264","Pnmal1","PNMA8A"
"5265","Edem2","EDEM2"
"5266","Mob1a","MOB1A"
"5267","Parva","PARVA"
"5268","Chfr","CHFR"
"5269","Smu1","SMU1"
"5270","Uba6","UBA6"
"5271","Ap5m1","AP5M1"
"5272","Steap3","STEAP3"
"5273","Cndp2","CNDP2"
"5274","Ccar1","CCAR1"
"5275","Kirrel","KIRREL1"
"5276","Neil3","NEIL3"
"5277","Ints9","INTS9"
"5278","Pacc1","PACC1"
"5279","Wdr12","WDR12"
"5280","Pcmtd2","PCMTD2"
"5281","Ttc17","TTC17"
"5282","Asxl2","ASXL2"
"5283","Inava","INAVA"
"5284","Mrgbp","MRGBP"
"5285","Tmem143","TMEM143"
"5286","Trappc14","TRAPPC14"
"5287","Tmem19","TMEM19"
"5288","Pspc1","PSPC1"
"5289","Nudt15","NUDT15"
"5290","Tmem100","TMEM100"
"5291","Phf10","PHF10"
"5292","Zfp654","ZNF654"
"5293","Tmem140","TMEM140"
"5294","Ngly1","NGLY1"
"5295","Mcoln3","MCOLN3"
"5296","Ube2w","UBE2W"
"5297","Rbm41","RBM41"
"5298","Exoc2","EXOC2"
"5299","Prr11","PRR11"
"5300","Tmem40","TMEM40"
"5301","Tbc1d23","TBC1D23"
"5302","Brf2","BRF2"
"5303","Tbc1d19","TBC1D19"
"5304","Ccdc91","CCDC91"
"5305","Rnf121","RNF121"
"5306","Brix1","BRIX1"
"5307","Olah","OLAH"
"5308","C9orf72","C9orf72"
"5309","Zfp444","ZNF444"
"5310","Cpped1","CPPED1"
"5311","Cmtr2","CMTR2"
"5312","Tma16","TMA16"
"5313","Mis18bp1","MIS18BP1"
"5314","Tmem74b","TMEM74B"
"5315","6030458C11Rik","C5orf22"
"5316","Ufsp2","UFSP2"
"5317","Agpat5","AGPAT5"
"5318","Rsbn1","RSBN1"
"5319","Bloc1s4","BLOC1S4"
"5320","Lmbrd1","LMBRD1"
"5321","Depdc1b","DEPDC1B"
"5322","Lrif1","LRIF1"
"5323","Synj2bp","SYNJ2BP"
"5324","Ddx28","DDX28"
"5325","Shfl","SHFL"
"5326","Pcid2","PCID2"
"5327","Abhd10","ABHD10"
"5328","Mettl2","METTL2A"
"5329","Scn3b","SCN3B"
"5330","Dcp1a","DCP1A"
"5331","Adap2","ADAP2"
"5332","Coprs","COPRS"
"5333","Laptm4b","LAPTM4B"
"5334","Lrp2bp","LRP2BP"
"5335","Hjurp","HJURP"
"5336","St7","ST7"
"5337","Foxj2","FOXJ2"
"5338","Adcy10","ADCY10"
"5339","Spata7","SPATA7"
"5340","Tbc1d2","TBC1D2"
"5341","Tsnaxip1","TSNAXIP1"
"5342","Dok5","DOK5"
"5343","Kdm3a","KDM3A"
"5344","Pag1","PAG1"
"5345","Dcaf6","DCAF6"
"5346","Selenos","SELENOS"
"5347","Cand1","CAND1"
"5348","Cenpj","CENPJ"
"5349","Eapp","EAPP"
"5350","Nusap1","NUSAP1"
"5351","Eaf2","EAF2"
"5352","Brk1","BRK1"
"5353","Itfg2","ITFG2"
"5354","Cisd1","CISD1"
"5355","Plgrkt","PLGRKT"
"5356","Use1","USE1"
"5358","Dennd10","DENND10"
"5359","Kiz","KIZ"
"5360","Actr10","ACTR10"
"5361","Tmem126b","TMEM126B"
"5362","Tmem176a","TMEM176A"
"5363","Ash1l","ASH1L"
"5364","Lgr4","LGR4"
"5365","Lrrc59","LRRC59"
"5366","Ncbp3","NCBP3"
"5367","Gabrq","GABRQ"
"5368","Gpalpp1","GPALPP1"
"5369","Usp49","USP49"
"5370","Ap1ar","AP1AR"
"5371","Stradb","STRADB"
"5372","Camk2n1","CAMK2N1"
"5373","Parl","PARL"
"5374","Etnk1","ETNK1"
"5375","Trem1","TREM1"
"5376","Macroh2a2","MACROH2A2"
"5377","Gprc5d","GPRC5D"
"5378","Lenep","LENEP"
"5379","Mynn","MYNN"
"5380","Cytl1","CYTL1"
"5381","Zfp395","ZNF395"
"5382","Disc1","DISC1"
"5383","Smpd3","SMPD3"
"5384","Vps33b","VPS33B"
"5385","Abca5","ABCA5"
"5386","Thsd1","THSD1"
"5387","Rnf114","RNF114"
"5388","Zc4h2","ZC4H2"
"5389","Cemip","CEMIP"
"5390","Fam114a2","FAM114A2"
"5391","Elac1","ELAC1"
"5392","Nxt2","NXT2"
"5393","Prdm5","PRDM5"
"5394","Trim36","TRIM36"
"5395","Adarb2","ADARB2"
"5396","Dhtkd1","DHTKD1"
"5397","Pip4p1","PIP4P1"
"5398","Elmod1","ELMOD1"
"5399","Rcc2","RCC2"
"5400","Cep41","CEP41"
"5401","Cdca7l","CDCA7L"
"5402","Il20","IL20"
"5403","Il17rb","IL17RB"
"5404","Gbp2","GBP2"
"5405","Rp9","RP9"
"5406","Elp5","ELP5"
"5407","Igfbpl1","IGFBPL1"
"5408","Bet1l","BET1L"
"5409","Rassf5","RASSF5"
"5410","Zfp326","ZNF326"
"5411","Cldn6","CLDN6"
"5412","Syt6","SYT6"
"5413","Syt8","SYT8"
"5414","Syt10","SYT10"
"5415","Ptf1a","PTF1A"
"5416","Apom","APOM"
"5417","Sh2b2","SH2B2"
"5418","Asah2","ASAH2"
"5419","Magix","MAGIX"
"5420","Ajap1","AJAP1"
"5421","Sulf2","SULF2"
"5422","Ndufa12","NDUFA12"
"5423","Rab5if","RAB5IF"
"5424","Klhl7","KLHL7"
"5425","Mkks","MKKS"
"5426","Pdyn","PDYN"
"5427","Srcin1","SRCIN1"
"5428","Fut2","FUT2"
"5429","Camkk1","CAMKK1"
"5430","Pdzrn3","PDZRN3"
"5431","Pcdhb13","PCDHB6"
"5432","Cln8","CLN8"
"5433","Nans","NANS"
"5434","Errfi1","ERRFI1"
"5435","Uts2r","UTS2R"
"5436","Spaca9","SPACA9"
"5437","Ripply3","RIPPLY3"
"5438","Trem2","TREM2"
"5439","Gpr173","GPR173"
"5440","Gpr85","GPR85"
"5441","Unc93a","UNC93A"
"5442","Unc93a2","UNC93A"
"5443","Terf2ip","TERF2IP"
"5444","Dnajc10","DNAJC10"
"5445","Sh3tc1","SH3TC1"
"5446","Gfod2","GFOD2"
"5447","Sash3","SASH3"
"5448","Kctd5","KCTD5"
"5449","Mov10","MOV10"
"5450","Ccser2","CCSER2"
"5451","Retreg1","RETREG1"
"5452","Etaa1","ETAA1"
"5454","Mios","MIOS"
"5455","Zfand6","ZFAND6"
"5456","Armcx6","ARMCX6"
"5457","Mief1","MIEF1"
"5458","Tollip","TOLLIP"
"5459","Plekha5","PLEKHA5"
"5460","Pimreg","PIMREG"
"5461","Krt24","KRT24"
"5462","Tbc1d16","TBC1D16"
"5463","Tmx3","TMX3"
"5464","Prmt7","PRMT7"
"5465","Tmco1","TMCO1"
"5466","Dhx29","DHX29"
"5467","Pcdh18","PCDH18"
"5468","Ccdc93","CCDC93"
"5469","Cchcr1","CCHCR1"
"5470","Robo4","ROBO4"
"5471","Ndufb11","NDUFB11"
"5472","Ddit4","DDIT4"
"5473","Mtmr12","MTMR12"
"5474","Rnf186","RNF186"
"5475","Sdk2","SDK2"
"5476","Sgtb","SGTB"
"5477","Spata6","SPATA6"
"5478","Dll4","DLL4"
"5479","Ccnj","CCNJ"
"5480","Vsig10","VSIG10"
"5481","Map10","MAP10"
"5482","Plekha3","PLEKHA3"
"5483","Gtpbp2","GTPBP2"
"5484","Inka2","INKA2"
"5485","Mydgf","MYDGF"
"5486","Smg9","SMG9"
"5487","Fgf21","FGF21"
"5488","Ubfd1","UBFD1"
"5489","Klhl4","KLHL4"
"5490","Ina","INA"
"5491","Cxcr2","CXCR2"
"5492","Cd86","CD86"
"5493","Tmem37","TMEM37"
"5494","Ppt2","PPT2"
"5495","Stk19","STK19"
"5496","Il36rn","IL36RN"
"5497","Crtam","CRTAM"
"5499","Olfr71","OR13J1"
"5500","Lgals12","LGALS12"
"5501","Msgn1","MSGN1"
"5502","Mtfr1l","MTFR1L"
"5503","Hoxd8","HOXD8"
"5504","Cited4","CITED4"
"5505","Fscn3","FSCN3"
"5506","Scamp4","SCAMP4"
"5507","Etl4","KIAA1217"
"5508","Gpcpd1","GPCPD1"
"5509","Tas2r119","TAS2R1"
"5510","Susd2","SUSD2"
"5511","Btnl2","BTNL2"
"5512","Sertad4","SERTAD4"
"5513","Cpxm1","CPXM1"
"5514","Irgc1","IRGC"
"5515","Gkn1","GKN1"
"5516","Pard3","PARD3"
"5517","Abcb9","ABCB9"
"5518","Sinhcaf","SINHCAF"
"5519","Socs5","SOCS5"
"5520","Stmn4","STMN4"
"5521","Rassf1","RASSF1"
"5522","Mettl3","METTL3"
"5523","Asah1","ASAH1"
"5524","Pdcd10","PDCD10"
"5525","Pdcd5","PDCD5"
"5526","Pdcd5-ps","PDCD5"
"5527","P3h1","P3H1"
"5529","Anapc7","ANAPC7"
"5530","Adrm1","ADRM1"
"5531","Gkap1","GKAP1"
"5532","Dipk1b","DIPK1B"
"5533","Noa1","NOA1"
"5534","Ltb4r2","LTB4R2"
"5535","Trpv5","TRPV5"
"5536","Eif4enif1","EIF4ENIF1"
"5537","Rprm","RPRM"
"5538","Slc10a3","SLC10A3"
"5539","Fgf20","FGF20"
"5540","Fkbpl","FKBPL"
"5541","Chst7","CHST7"
"5542","Diablo","DIABLO"
"5543","Sec16a","SEC16A"
"5544","Cldnd1","CLDND1"
"5545","Lamtor3","LAMTOR3"
"5546","Ccnl1","CCNL1"
"5547","Mast1","MAST1"
"5548","Mgst1","MGST1"
"5549","C1qtnf1","C1QTNF1"
"5550","Arl10","ARL10"
"5551","Son","SON"
"5552","Tex101","TEX101"
"5554","Phax","PHAX"
"5555","Med8","MED8"
"5556","Glmp","GLMP"
"5557","Gfra4","GFRA4"
"5558","Prrc2a","PRRC2A"
"5559","Ankrd2","ANKRD2"
"5560","Igdcc4","IGDCC4"
"5561","Ascl3","ASCL3"
"5562","Barhl2","BARHL2"
"5563","Rnase4","RNASE4"
"5564","Plvap","PLVAP"
"5565","Srek1","SREK1"
"5566","Leprot","LEPROT"
"5567","Olfr351","OR1N1"
"5568","Fstl5","FSTL5"
"5569","Zc3hav1","ZC3HAV1"
"5570","Uggt1","UGGT1"
"5571","Tm9sf3","TM9SF3"
"5572","Slamf8","SLAMF8"
"5573","Tcim","TCIM"
"5574","Agpat3","AGPAT3"
"5575","Wrnip1","WRNIP1"
"5576","Tmem167b","TMEM167B"
"5577","Sh3glb2","SH3GLB2"
"5578","Ift46","IFT46"
"5579","Emc7","EMC7"
"5580","Gpr137","GPR137"
"5581","C1galt1","C1GALT1"
"5582","Otor","OTOR"
"5583","Sema3g","SEMA3G"
"5584","Mccc1","MCCC1"
"5585","Ncln","NCLN"
"5586","Sppl2b","SPPL2B"
"5587","Fem1c","FEM1C"
"5588","Pmepa1","PMEPA1"
"5589","Arntl2","ARNTL2"
"5590","Eny2","ENY2"
"5591","Olfml3","OLFML3"
"5592","Yae1d1","YAE1"
"5593","9530068E07Rik","C5orf15"
"5594","Nt5m","NT5M"
"5595","Mepe","MEPE"
"5596","Otud7b","OTUD7B"
"5597","Slc6a20a","SLC6A20"
"5598","Rgma","RGMA"
"5599","Parp6","PARP6"
"5600","Rnpep","RNPEP"
"5601","Adprm","ADPRM"
"5602","Dtwd1","DTWD1"
"5603","Bbx","BBX"
"5604","Tomm22","TOMM22"
"5605","Ctnnbip1","CTNNBIP1"
"5606","Scand1","SCAND1"
"5607","Arhgap31","ARHGAP31"
"5608","Gmeb1","GMEB1"
"5609","Nsmf","NSMF"
"5610","Ccl28","CCL28"
"5611","Tspan32","TSPAN32"
"5612","Insm2","INSM2"
"5613","Olfr747","OR11H4"
"5614","Olfr749","OR11H4"
"5616","Cldn9","CLDN9"
"5617","Ciapin1","CIAPIN1"
"5618","Vps35l","VPS35L"
"5619","Pappa2","PAPPA2"
"5620","Ankmy2","ANKMY2"
"5621","Dolpp1","DOLPP1"
"5622","Ank","ANKH"
"5623","Slc12a5","SLC12A5"
"5624","Ralgapb","RALGAPB"
"5625","Zmiz1","ZMIZ1"
"5626","Slc24a2","SLC24A2"
"5627","Nkiras1","NKIRAS1"
"5628","Cnnm1","CNNM1"
"5629","Pcnp","PCNP"
"5630","Pithd1","PITHD1"
"5631","Rpgrip1","RPGRIP1"
"5632","Parp11","PARP11"
"5633","Utp3","UTP3"
"5634","Aven","AVEN"
"5635","Slc22a17","SLC22A17"
"5636","D6Wsu163e","C12orf4"
"5637","Pnpla2","PNPLA2"
"5638","Cysltr2","CYSLTR2"
"5639","Nat14","NAT14"
"5640","Gopc","GOPC"
"5641","Lpar5","LPAR5"
"5642","Pcdh9","PCDH9"
"5643","Cd248","CD248"
"5644","Plxdc1","PLXDC1"
"5645","Ddx24","DDX24"
"5646","Retn","RETN"
"5647","Tmem159","TMEM159"
"5648","Scyl3","SCYL3"
"5649","Lyrm1","LYRM1"
"5650","Smim8","SMIM8"
"5651","Lyzl6","LYZL6"
"5652","Slurp1","SLURP1"
"5653","Slc44a2","SLC44A2"
"5654","Smurf1","SMURF1"
"5655","Phtf2","PHTF2"
"5656","Jph2","JPH2"
"5657","Gjc2","GJC2"
"5658","Sall4","SALL4"
"5659","Asphd2","ASPHD2"
"5660","Nav1","NAV1"
"5661","4833439L19Rik","KIAA1191"
"5662","Fam219b","FAM219B"
"5663","Nipal3","NIPAL3"
"5664","Selenon","SELENON"
"5665","Adgrg6","ADGRG6"
"5666","Spryd7","SPRYD7"
"5667","Thap11","THAP11"
"5668","Lyrm2","LYRM2"
"5669","Isl2","ISL2"
"5670","Zfp276","ZNF276"
"5671","Xpo4","XPO4"
"5672","Retnlb","RETNLB"
"5675","Pbxip1","PBXIP1"
"5676","Osm","OSM"
"5677","Rtn4","RTN4"
"5678","Mcoln1","MCOLN1"
"5679","Kat14","KAT14"
"5680","Amhr2","AMHR2"
"5681","Cmpk2","CMPK2"
"5682","Marchf7","MARCHF7"
"5683","As3mt","AS3MT"
"5684","Angptl4","ANGPTL4"
"5685","Herpud2","HERPUD2"
"5686","Tmem183a","TMEM183A"
"5687","Zfp467","ZNF467"
"5688","Zc3h8","ZC3H8"
"5689","Jph1","JPH1"
"5690","Jph3","JPH3"
"5691","Nrip3","NRIP3"
"5692","Akip1","AKIP1"
"5693","Fam3b","FAM3B"
"5694","Cltrn","CLTRN"
"5695","Plekhg5","PLEKHG5"
"5696","Fgf22","FGF22"
"5697","Fgf23","FGF23"
"5698","Ripk4","RIPK4"
"5699","Dcun1d1","DCUN1D1"
"5700","Twsg1","TWSG1"
"5701","Rcn3","RCN3"
"5702","Senp7","SENP7"
"5703","Ttyh1","TTYH1"
"5704","S100a14","S100A14"
"5705","Rab22a","RAB22A"
"5706","3830406C13Rik","C3orf14"
"5707","1110059G10Rik","KIAA1143"
"5708","Tmcc3","TMCC3"
"5709","Lrrc47","LRRC47"
"5710","Zbtb21","ZBTB21"
"5711","Ints2","INTS2"
"5712","Cog6","COG6"
"5713","Ubr4","UBR4"
"5714","Hace1","HACE1"
"5715","Nufip2","NUFIP2"
"5716","Tbc1d14","TBC1D14"
"5717","Mib1","MIB1"
"5718","Alpk3","ALPK3"
"5719","Wdr35","WDR35"
"5720","Igsf9","IGSF9"
"5721","Lrrc7","LRRC7"
"5722","Klhl8","KLHL8"
"5723","Gphn","GPHN"
"5724","Prex1","PREX1"
"5725","Arhgap21","ARHGAP21"
"5726","Syt13","SYT13"
"5727","Wdfy1","WDFY1"
"5728","Zfp687","ZNF687"
"5729","Homez","HOMEZ"
"5730","Begain","BEGAIN"
"5731","Wdr48","WDR48"
"5732","Islr2","ISLR2"
"5733","Relch","RELCH"
"5734","Tshz3","TSHZ3"
"5735","Zbtb2","ZBTB2"
"5736","Usp28","USP28"
"5737","Phf12","PHF12"
"5738","Cip2a","CIP2A"
"5739","Gramd1a","GRAMD1A"
"5740","Calcoco1","CALCOCO1"
"5741","Zbtb4","ZBTB4"
"5742","Plekha4","PLEKHA4"
"5743","Zbtb26","ZBTB26"
"5744","Cachd1","CACHD1"
"5745","Vat1l","VAT1L"
"5746","Magee1","MAGEE1"
"5747","Usp37","USP37"
"5748","Gba2","GBA2"
"5749","Mettl14","METTL14"
"5750","Bcl7a","BCL7A"
"5751","Fgf6","FGF6"
"5752","Lzts1","LZTS1"
"5753","Fgf12","FGF12"
"5754","Rap2a","RAP2A"
"5755","Znfx1","ZNFX1"
"5756","Art4","ART4"
"5757","Ndufv2","NDUFV2"
"5758","Ndufv3","NDUFV3"
"5759","Zfp128","ZNF8"
"5760","Sez6l","SEZ6L"
"5761","Cotl1","COTL1"
"5762","Crot","CROT"
"5763","Tmx4","TMX4"
"5764","Trib3","TRIB3"
"5765","Abhd16a","ABHD16A"
"5766","Brinp2","BRINP2"
"5767","Rab40c","RAB40C"
"5768","Pold4","POLD4"
"5769","Ccar2","CCAR2"
"5772","Ccdc181","CCDC181"
"5773","Catsperg1","CATSPERG"
"5774","Catsperg2","CATSPERG"
"5775","Zfp410","ZNF410"
"5776","Cadm3","CADM3"
"5777","Wfdc1","WFDC1"
"5778","Sqor","SQOR"
"5779","Ms4a7","MS4A7"
"5780","Nlrc4","NLRC4"
"5781","Crebzf","CREBZF"
"5782","Inip","INIP"
"5783","Jam2","JAM2"
"5784","Ovol2","OVOL2"
"5785","Ostc","OSTC"
"5786","Ntn4","NTN4"
"5787","Dmrt3","DMRT3"
"5788","Mid1ip1","MID1IP1"
"5789","Ly6g6f","LY6G6F"
"5790","Trim39","TRIM39"
"5791","Cfap298","CFAP298"
"5792","Ngb","NGB"
"5793","Il22ra1","IL22RA1"
"5794","Pgap6","PGAP6"
"5795","Zfyve1","ZFYVE1"
"5796","Sez6","SEZ6"
"5797","Evc","EVC"
"5799","Jmy","JMY"
"5800","Cd200r1","CD200R1"
"5801","Kcne4","KCNE4"
"5802","Gsdma","GSDMA"
"5803","Caln1","CALN1"
"5804","Sorcs1","SORCS1"
"5805","Prokr1","PROKR1"
"5806","Rsad2","RSAD2"
"5807","Vstm2b","VSTM2B"
"5808","Sh3kbp1","SH3KBP1"
"5809","Zbp1","ZBP1"
"5810","Pdcd1lg2","PDCD1LG2"
"5811","Bcl11b","BCL11B"
"5812","Ube2j2","UBE2J2"
"5813","Nkain4","NKAIN4"
"5814","Hs1bp3","HS1BP3"
"5815","Trim54","TRIM54"
"5816","Cdc42ep5","CDC42EP5"
"5817","Rnf32","RNF32"
"5819","Sh3rf1","SH3RF1"
"5820","Carm1","CARM1"
"5821","Cryba2","CRYBA2"
"5822","Necab3","NECAB3"
"5823","C1galt1c1","C1GALT1C1"
"5824","Bhlhe22","BHLHE22"
"5825","Dctn5","DCTN5"
"5826","Prdm12","PRDM12"
"5827","Prdm13","PRDM13"
"5828","Plekha1","PLEKHA1"
"5829","Hrh4","HRH4"
"5830","Trpv4","TRPV4"
"5831","Senp2","SENP2"
"5832","Pdlim2","PDLIM2"
"5833","Rxfp1","RXFP1"
"5834","Tmem35a","TMEM35A"
"5835","Afap1","AFAP1"
"5836","Hnrnph3","HNRNPH3"
"5837","Mfap3l","MFAP3L"
"5838","Ticam2","TICAM2"
"5839","Phlpp1","PHLPP1"
"5840","Nxph4","NXPH4"
"5841","Slc18a3","SLC18A3"
"5842","Nrip2","NRIP2"
"5843","Fads3","FADS3"
"5844","Otx2","OTX2"
"5845","Avpi1","AVPI1"
"5846","Cep78","CEP78"
"5847","S1pr5","S1PR5"
"5848","Il21","IL21"
"5849","Eda2r","EDA2R"
"5850","Rai2","RAI2"
"5851","Cenpk","CENPK"
"5853","Adam30","ADAM30"
"5854","Plac1","PLAC1"
"5855","Il21r","IL21R"
"5856","Fam3a","FAM3A"
"5857","Hapln2","HAPLN2"
"5858","Lman1l","LMAN1L"
"5859","Mrps35","MRPS35"
"5860","Ppcdc","PPCDC"
"5861","Twnk","TWNK"
"5862","Agbl5","AGBL5"
"5863","Kcnt1","KCNT1"
"5864","Olfr1359","OR2B2"
"5865","Olfr1360","OR2B2"
"5866","Fgf16","FGF16"
"5867","Qk","QKI"
"5868","Qtrt1","QTRT1"
"5869","Syt9","SYT9"
"5870","Fignl1","FIGNL1"
"5871","Npvf","NPVF"
"5872","Trp53inp1","TP53INP1"
"5873","Fance","FANCE"
"5874","Fgfrl1","FGFRL1"
"5875","Rint1","RINT1"
"5876","Atg101","ATG101"
"5877","Eefsec","EEFSEC"
"5878","Trappc11","TRAPPC11"
"5879","Zfand3","ZFAND3"
"5880","4931414P19Rik","C14orf93"
"5881","Abr","ABR"
"5882","Optn","OPTN"
"5883","Zfp277","ZNF277"
"5884","Fxyd6","FXYD6"
"5885","Fxyd7","FXYD7"
"5886","Flii","FLII"
"5887","Fn3krp","FN3KRP"
"5888","Taf8","TAF8"
"5889","Cables1","CABLES1"
"5890","Perp","PERP"
"5891","Gprc5c","GPRC5C"
"5892","Sdf2l1","SDF2L1"
"5893","Mtbp","MTBP"
"5894","Def6","DEF6"
"5895","Gpr88","GPR88"
"5896","Kcnk12","KCNK12"
"5897","Rnf123","RNF123"
"5898","Ube2o","UBE2O"
"5899","Heatr6","HEATR6"
"5900","Sh2d4a","SH2D4A"
"5901","Gpatch3","GPATCH3"
"5902","Hps4","HPS4"
"5903","Txndc5","TXNDC5"
"5904","Galnt11","GALNT11"
"5905","Cidec","CIDEC"
"5906","Zfp335","ZNF335"
"5907","Ankef1","ANKEF1"
"5908","Chp2","CHP2"
"5909","C330007P06Rik","STEEP1"
"5910","Pcif1","PCIF1"
"5911","Gpsm3","GPSM3"
"5912","Slc44a1","SLC44A1"
"5913","Clspn","CLSPN"
"5914","Prdm16","PRDM16"
"5915","Tspyl2","TSPYL2"
"5916","Cdh23","CDH23"
"5917","Mccc2","MCCC2"
"5918","Popdc2","POPDC2"
"5919","Samsn1","SAMSN1"
"5920","Smoc2","SMOC2"
"5921","Parvg","PARVG"
"5922","Tnmd","TNMD"
"5923","Moap1","MOAP1"
"5924","Slc39a8","SLC39A8"
"5925","Nod2","NOD2"
"5926","Tcta","TCTA"
"5927","Il1rn","IL1RN"
"5928","Asic4","ASIC4"
"5929","A1bg","A1BG"
"5930","Casp7","CASP7"
"5931","Snx16","SNX16"
"5932","Adgrl4","ADGRL4"
"5933","Pi4ka","PI4KA"
"5934","Necab1","NECAB1"
"5935","Cbfb","CBFB"
"5936","1810055G02Rik","C11orf24"
"5937","5730455P16Rik","C17orf75"
"5938","Kcnk15","KCNK15"
"5939","Fxyd4","FXYD4"
"5940","Ess2","ESS2"
"5941","Zfp296","ZNF296"
"5942","Itm2c","ITM2C"
"5943","Tmub1","TMUB1"
"5944","Abhd8","ABHD8"
"5945","Sp5","SP5"
"5946","Rnf25","RNF25"
"5947","Arap3","ARAP3"
"5948","Gzf1","GZF1"
"5949","Tmem168","TMEM168"
"5950","Mtmr14","MTMR14"
"5951","Susd1","SUSD1"
"5952","Mrps25","MRPS25"
"5953","Ndst4","NDST4"
"5954","Tlnrd1","TLNRD1"
"5955","Nyx","NYX"
"5956","Gpr135","GPR135"
"5957","Adcy5","ADCY5"
"5958","Pim1","PIM1"
"5959","Mpeg1","MPEG1"
"5960","Galp","GALP"
"5961","Tns1","TNS1"
"5962","Pidd1","PIDD1"
"5963","Rem2","REM2"
"5964","Dgcr8","DGCR8"
"5965","Scube1","SCUBE1"
"5966","Mettl17","METTL17"
"5967","Acbd3","ACBD3"
"5968","Mfsd1","MFSD1"
"5969","Plppr2","PLPPR2"
"5970","Rusf1","RUSF1"
"5971","Parp12","PARP12"
"5972","Garem1","GAREM1"
"5973","Zfp574","ZNF574"
"5974","Meaf6","MEAF6"
"5975","Pced1a","PCED1A"
"5976","1110032A03Rik","C11orf1"
"5977","Fndc3b","FNDC3B"
"5978","Mthfsd","MTHFSD"
"5979","Mical1","MICAL1"
"5980","Cerk","CERK"
"5981","Crtc3","CRTC3"
"5982","Tbc1d15","TBC1D15"
"5983","Lmf2","LMF2"
"5984","Ift22","IFT22"
"5985","Cep85","CEP85"
"5986","Mphosph9","MPHOSPH9"
"5987","Iqch","IQCH"
"5988","Efcab6","EFCAB6"
"5989","P2ry12","P2RY12"
"5990","Spata20","SPATA20"
"5991","Ythdc2","YTHDC2"
"5992","Slc13a3","SLC13A3"
"5993","Aida","AIDA"
"5994","Niban2","NIBAN2"
"5995","Vwa1","VWA1"
"5996","Rfx7","RFX7"
"5997","Cdcp1","CDCP1"
"5998","Pcdh20","PCDH20"
"5999","Unc13a","UNC13A"
"6000","Ireb2","IREB2"
"6001","Rgs18","RGS18"
"6002","Izumo1r","IZUMO1R"
"6003","Bcl11a","BCL11A"
"6004","2210016L21Rik","C12orf43"
"6005","Actr8","ACTR8"
"6006","Casd1","CASD1"
"6008","Ttc23","TTC23"
"6009","Nt5dc2","NT5DC2"
"6010","Gpbp1","GPBP1"
"6011","Mrpl44","MRPL44"
"6012","Vps33a","VPS33A"
"6013","Tmem135","TMEM135"
"6014","Lat2","LAT2"
"6015","Rtn4r","RTN4R"
"6016","Irak1bp1","IRAK1BP1"
"6017","Zic5","ZIC5"
"6018","Arl6ip6","ARL6IP6"
"6019","Arid4a","ARID4A"
"6020","Hapln4","HAPLN4"
"6021","Tm6sf1","TM6SF1"
"6022","Jmjd4","JMJD4"
"6023","Upf3b","UPF3B"
"6024","Ints3","INTS3"
"6025","Dnai2","DNAI2"
"6026","Ankra2","ANKRA2"
"6027","Spats2","SPATS2"
"6028","Cplane1","CPLANE1"
"6029","Coa7","COA7"
"6030","Ube2z","UBE2Z"
"6031","1110038F14Rik","C8orf33"
"6032","Kcnk10","KCNK10"
"6033","Aacs","AACS"
"6034","Gngt2","GNGT2"
"6035","Pla2g12a","PLA2G12A"
"6036","Dctpp1","DCTPP1"
"6037","Atp5md","ATP5MK"
"6038","Slc30a7","SLC30A7"
"6039","Rnf128","RNF128"
"6040","Jam3","JAM3"
"6041","Pus3","PUS3"
"6042","Zkscan14","ZNF394"
"6045","Coq8a","COQ8A"
"6046","Stard5","STARD5"
"6047","Mesd","MESD"
"6048","Akirin1","AKIRIN1"
"6049","Pwwp3a","PWWP3A"
"6050","Ly6g6c","LY6G6C"
"6051","Sync","SYNC"
"6052","Ms4a10","MS4A10"
"6053","Pla2g12b","PLA2G12B"
"6054","Slc44a4","SLC44A4"
"6055","Wdr31","WDR31"
"6056","Rgl3","RGL3"
"6057","Riox1","RIOX1"
"6058","Poglut2","POGLUT2"
"6059","Nipa2","NIPA2"
"6060","Rd3","RD3"
"6061","Asz1","ASZ1"
"6062","Abcb6","ABCB6"
"6063","Zdhhc16","ZDHHC16"
"6065","Mphosph8","MPHOSPH8"
